,doc_id,sentence
1034,17,""
1035,17,"these ideas -–conceptions such as these -–unthought-like thoughts -- soul-reveries rather than conclusions or even considerations of the intellect, -–ideas, i repeat, such as these, are such as we can alone hope profitably to entertain in any effort at grasping the great principle, attraction,"
1036,17,""
1037,17,"but now, -–with such ideas -–with such a vision of the marvellous complexity of attraction fairly in his mind -–let any person competent of thought on such topics as these, set himself to the task of imagining a principle for the phaenomena observed -–a condition from which they sprang,"
1038,17,""
1039,17,"does not so evident a brotherhood among the atoms point to a common parentage? does not a sympathy so omniprevalent, so ineradicable, and so thoroughly irrespective, suggest a common paternity as its source? does not one extreme impel the reason to the other? does not the infinitude of division refer to the utterness of individuality? does not the entireness of the complex hint at the perfection of the simple? it is not that the atoms, as we see them, are divided or that they are complex in their relations -–but that they are inconceivably divided and unutterably complex, -–it is the extremeness of the conditions to which i now allude, rather than to the conditions themselves, in a word, not because the atoms were, at some remote epoch of time, even more than together -–is it not because originally, and therefore normally, they were one -–that now, in all circumstances -–at all points -–in all directions -–by all modes of approach -–in all relations and through all conditions -–they struggle back to this absolutely, this irrelatively, this unconditionally one?"
1040,17,""
1041,17,"some person may here demand, -–""why -–since it is to the one that the atoms struggle back -–do we not find and define attraction 'a merely general tendency to a centre?' -–why, in especial, do not your atoms -–the atoms which you describe as having been irradiated from a centre -–proceed at once, rectilinearly, back to the central point of their origin?"""
1042,17,""
1043,17,"i reply that they do; as will be distinctly shown; but that the cause of their so doing is quite irrespective of the centre as such, they all tend rectilinearly towards a centre, because of the sphereicity with which they have been irradiated into space, each atom, forming one of a generally uniform globe of atoms, finds more atoms in the direction of the centre, of course, than in any other, and in that direction, therefore, is impelled -–but is not thus impelled because the centre is the point of its origin, it is not to any point that the atoms are allied, it is not any locality, either in the concrete or in the abstract, to which i suppose them bound, nothing like location was conceived as their origin, their source lies in the principle, unity, this is their lost parent, this they seek always -–immediately -–in all directions -–wherever it is even partially to be found; thus appeasing, in some measure, the ineradicable tendency, while on the way to its absolute satisfaction in the end, it follows from all this, that any principle which shall be adequate to account for the la0 or modus operandi, of the attractive force in general, will account for this law in particular, -- that is to say, any principle which will show why the atoms should tend to their general centre of irradiation with forces inversely proportional to the squares of the distances, will be admitted as satisfactorily accounting, at the same time, for the tendency, according to the same law, of these atoms each to each, -–for the tendency to the centre is merely the tendency each to each, and not any tendency to a centre as such, -–thus it will be seen, also, that the establishment of my propositions would involve no necessity of modification in the terms of the newtonian definition of gravity, which declares that each atom attracts each other atom and so forth, and declares this merely; but always under the supposition that what i propose be, in the end, admitted it seems clear that some error might occasionally be avoided, in the future processes of science, were a more ample phraseology adopted, -–for instance, -- ""each atom tends to every other atom &c, with a force &c,, the general result being a tendency of all, with a similar force, to a general centre,"""
1044,17,""
1045,17,"the reversal of our processes has thus brought us to an identical result; but, while in the one process intuition was the starting-point, in the other it was the goal, in commencing the former journey i could only say that, with an irresistable intuition, i felt simplicity to have been the characteristic of the original action of god, -–in ending the latter i can only declare that, with an irresistible intuition, i perceive unity to have been the source of the observed phaenomena of the newtonian gra"
1046,18,"'twas noontide of summer,"
1047,18,"               and mid-time of night;"
1048,18,"             and stars, in their orbits,"
1049,18,"               shone pale, thro' the light"
1050,18,"             of the brighter, cold moon,"
1051,18,"               'mid planets her slaves,"
1052,18,"             herself in the heavens,"
1053,18,"               her beam on the waves,"
1054,18,"                 i gazed awhile"
1055,18,"                 on her cold smile;"
1056,18,"             too cold- too cold for me-"
1057,18,"               there pass'd, as a shroud,"
1058,18,"               a fleecy cloud,"
1059,18,"             and i turned away to thee,"
1060,18,"               proud evening star,"
1061,18,"               in thy glory afar,"
1062,18,"             and dearer thy beam shall be;"
1063,18,"               for joy to my heart"
1064,18,"               is the proud part"
1065,18,"             thou bearest in heaven at night,"
1066,18,"               and more i admire"
1067,18,"               thy distant fire,"
1068,18,"             than that colder, lowly light,"
1069,19,"dim vales- and shadowy floods-"
1070,19,"         and cloudy-looking woods,"
1071,19,"         whose forms we can't discover"
1072,19,"         for the tears that drip all over!"
1073,19,"         huge moons there wax and wane-"
1074,19,"         again- again- again-"
1075,19,"         every moment of the night-"
1076,19,"         forever changing places-"
1077,19,"         and they put out the star-light"
1078,19,"         with the breath from their pale faces,"
1079,19,"         about twelve by the moon-dial,"
1080,19,"         one more filmy than the rest"
1081,19,"         a kind which, upon trial,"
1082,19,"         they have found to be the best"
1083,19,"         comes down- still down- and down,"
1084,19,"         with its centre on the crown"
1085,19,"         of a mountain's eminence,"
1086,19,"         while its wide circumference"
1087,19,"         in easy drapery falls"
1088,19,"         over hamlets, over halls,"
1089,19,"         wherever they may be-"
1090,19,"         o'er the strange woods- o'er the sea-"
1091,19,"         over spirits on the wing-"
1092,19,"         over every drowsy thing-"
1093,19,"         and buries them up quite"
1094,19,"         in a labyrinth of light-"
1095,19,"         and then, how deep!- o, deep!"
1096,19,"         is the passion of their sleep,"
1097,19,"         in the morning they arise,"
1098,19,"         and their moony covering"
1099,19,"         is soaring in the skies,"
1100,19,"         with the tempests as they toss,"
1101,19,"         like- almost anything-"
1102,19,"         or a yellow albatross,"
1103,19,"         they use that moon no more"
1104,19,"         for the same end as before-"
1105,19,"         videlicet, a tent-"
1106,19,"         which i think extravagant,"
1107,19,"         its atomies, however,"
1108,19,"         into a shower dissever,"
1109,19,"         of which those butterflies"
1110,19,"         of earth, who seek the skies,"
1111,19,"         and so come down again,"
1112,19,"         never-contented things!"
1113,19,"         have brought a specimen"
1114,19,"         upon their quivering wings,"
1115,20,"thank heaven! the crisis-"
1116,20,"             the danger is past,"
1117,20,"           and the lingering illness"
1118,20,"             is over at last-"
1119,20,"           and the fever called ""living"""
1120,20,"             is conquered at last,"
1121,20,""
1122,20,"           sadly, i know"
1123,20,"             i am shorn of my strength,"
1124,20,"           and no muscle i move"
1125,20,"             as i lie at full length-"
1126,20,"           but no matter!-i feel"
1127,20,"             i am better at length,"
1128,20,""
1129,20,"           and i rest so composedly,"
1130,20,"             now, in my bed"
1131,20,"           that any beholder"
1132,20,"             might fancy me dead-"
1133,20,"           might start at beholding me,"
1134,20,"             thinking me dead,"
1135,20,""
1136,20,"           the moaning and groaning,"
1137,20,"             the sighing and sobbing,"
1138,20,"           are quieted now,"
1139,20,"             with that horrible throbbing"
1140,20,"           at heart,- ah, that horrible,"
1141,20,             horrible throbbing!
1142,20,""
1143,20,"           the sickness- the nausea-"
1144,20,"             the pitiless pain-"
1145,20,"           have ceased, with the fever"
1146,20,"             that maddened my brain-"
1147,20,"           with the fever called ""living"""
1148,20,"             that burned in my brain,"
1149,20,""
1150,20,"           and oh! of all tortures"
1151,20,"             that torture the worst"
1152,20,"           has abated- the terrible"
1153,20,"             torture of thirst"
1154,20,"           for the naphthaline river"
1155,20,"             of passion accurst,-"
1156,20,"           i have drunk of a water"
1157,20,"             that quenches all thirst,-"
1158,20,""
1159,20,"           of a water that flows,"
1160,20,"             with a lullaby sound,"
1161,20,"           from a spring but a very few"
1162,20,"             feet under ground-"
1163,20,"           from a cavern not very far"
1164,20,"             down under ground,"
1165,20,""
1166,20,"           and ah! let it never"
1167,20,"             be foolishly said"
1168,20,"           that my room it is gloomy"
1169,20,"             and narrow my bed;"
1170,20,"           for man never slept"
1171,20,"             in a different bed-"
1172,20,"           and, to sleep, you must slumber"
1173,20,"             in just such a bed,"
1174,20,""
1175,20,"           my tantalized spirit"
1176,20,"             here blandly reposes,"
1177,20,"           forgetting, or never"
1178,20,"             regretting its roses-"
1179,20,"           its old agitations"
1180,20,"             of myrtles and roses,"
1181,20,""
1182,20,"           for now, while so quietly"
1183,20,"             lying, it fancies"
1184,20,"           a holier odor"
1185,20,"             about it, of pansies-"
1186,20,"           a rosemary odor,"
1187,20,"             commingled with pansies-"
1188,20,"           with rue and the beautiful"
1189,20,"             puritan pansies,"
1190,20,""
1191,20,"           and so it lies happily,"
1192,20,"             bathing in many"
1193,20,"           a dream of the truth"
1194,20,"             and the beauty of annie-"
1195,20,"           drowned in a bath"
1196,20,"             of the tresses of annie,"
1197,20,""
1198,20,"           she tenderly kissed me,"
1199,20,"             she fondly caressed,"
1200,20,"           and then i fell gently"
1201,20,"             to sleep on her breast-"
1202,20,"           deeply to sleep"
1203,20,"             from the heaven of her breast,"
1204,20,""
1205,20,"           when the light was extinguished,"
1206,20,"             she covered me warm,"
1207,20,"           and she prayed to the angels"
1208,20,"             to keep me from harm-"
1209,20,"           to the queen of the angels"
1210,20,"             to shield me from harm,"
1211,20,""
1212,20,"           and i lie so composedly,"
1213,20,"             now, in my bed,"
1214,20,"           knowing her love"
1215,20,"             that you fancy me dead-"
1216,20,"           and i rest so contentedly,"
1217,20,"             now, in my bed,"
1218,20,"           with her love at my breast"
1219,20,"             that you fancy me dead-"
1220,20,"           that you shudder to look at me,"
1221,20,"             thinking me dead,"
1222,20,""
1223,20,"           but my heart it is brighter"
1224,20,"             than all of the many"
1225,20,"           stars in the sky,"
1226,20,"             for it sparkles with annie-"
1227,20,"           it glows with the light"
1228,20,"             of the love of my annie-"
1229,20,"           with the thought of the light"
1230,20,"             of the eyes of my annie,"
1231,21,"at morn- at noon- at twilight dim-"
1232,21,"      maria! thou hast heard my hymn!"
1233,21,"      in joy and woe- in good and ill-"
1234,21,"      mother of god, be with me still!"
1235,21,"      when the hours flew brightly by,"
1236,21,"      and not a cloud obscured the sky,"
1237,21,"      my soul, lest it should truant be,"
1238,21,"      thy grace did guide to thine and thee;"
1239,21,"      now, when storms of fate o'ercast"
1240,21,"      darkly my present and my past,"
1241,21,"      let my future radiant shine"
1242,21,      with sweet hopes of thee and thine!
1243,22,"wreathed in myrtle, my sword i'll conceal"
1244,22,"    like those champions devoted and brave,"
1245,22,"when they plunged in the tyrant their steel,"
1246,22,"    and to athens deliverance gave,"
1247,22,""
1248,22,"beloved heroes! your deathless souls roam"
1249,22,"    in the joy breathing isles of the blest;"
1250,22,"where the mighty of old have their home -"
1251,22,"    where achilles and diomed rest,"
1252,22,""
1253,22,"in fresh myrtle my blade i'll entwine,"
1254,22,"    like harmodious, the gallant and good,"
1255,22,"when he made at the tutelar shrine"
1256,22,"    a libation of tyranny's blood,"
1257,22,""
1258,22,"ye deliverers of athens from shame!"
1259,22,"    ye avengers of liberty's wrongs!"
1260,22,"endless ages shall cherish your fame"
1261,22,    embalmed in their echoing songs!
1262,23,"a dark unfathomed tide"
1263,23,"of interminable pride -"
1264,23,"a mystery, and a dream,"
1265,23,"should my early life seem;"
1266,23,"i say that dream was fraught"
1267,23,"with a wild and waking thought"
1268,23,"of beings that have been,"
1269,23,"which my spirit hath not seen,"
1270,23,"had i let them pass me by,"
1271,23,"with a dreaming eye!"
1272,23,"let none of earth inherit"
1273,23,"that vision of my spirit;"
1274,23,"those thoughts i would control,"
1275,23,"as a spell upon his soul,"
1276,23,"for that bright hope at last"
1277,23,"and that light time have past,"
1278,23,"and my worldly rest hath gone"
1279,23,"with a sigh as it passed on,"
1280,23,"i care not though it perish"
1281,23,with a thought i then did cherish
1282,24,"when from your gems of thought i turn"
1283,24,"to those pure orbs, your heart to learn,"
1284,24,"i scarce know which to prize most high —"
1285,24,"the bright i-dea, or the bright dear-eye,"
1286,25,"i,"
1287,25,"            in the greenest of our valleys,"
1288,25,"              by good angels tenanted,"
1289,25,"            once fair and stately palace --"
1290,25,"              radiant palace --reared its head,"
1291,25,"            in the monarch thought's dominion --"
1292,25,"              it stood there!"
1293,25,"            never seraph spread a pinion"
1294,25,"              over fabric half so fair,"
1295,25,""
1296,25,"                            ii,"
1297,25,"            banners yellow, glorious, golden,"
1298,25,"              on its roof did float and flow;"
1299,25,"            this --all this --was in the olden"
1300,25,"              time long ago"
1301,25,"            and every gentle air that dallied,"
1302,25,"              in that sweet day,"
1303,25,"            along the ramparts plumed and pallid,"
1304,25,"              a winged odour went away,"
1305,25,""
1306,25,"                           iii,"
1307,25,"            wanderers in that happy valley"
1308,25,"              through two luminous windows saw"
1309,25,"            spirits moving musically"
1310,25,"              to a lute's well-tuned law,"
1311,25,"            round about a throne, where sitting"
1312,25,"              porphyrogene!"
1313,25,"            in state his glory well befitting,"
1314,25,"              the ruler of the realm was seen,"
1315,25,""
1316,25,"                            iv,"
1317,25,"            and all with pearl and ruby glowing"
1318,25,"              was the fair palace door,"
1319,25,"            through which came flowing, flowing, flowing"
1320,25,"              and sparkling evermore,"
1321,25,"            a troop of echoes whose sweet duty"
1322,25,"              was but to sing,"
1323,25,"            in voices of surpassing beauty,"
1324,25,"              the wit and wisdom of their king,"
1325,25,""
1326,25,"                             v,"
1327,25,"            but evil things, in robes of sorrow,"
1328,25,"              assailed the monarch's high estate;"
1329,25,"            ah, let us mourn, for never morrow"
1330,25,"              shall dawn upon him, desolate!"
1331,25,"            and, round about his home, the glory"
1332,25,"              that blushed and bloomed"
1333,25,"            is but a dim-remembered story"
1334,25,"              of the old time entombed,"
1335,25,""
1336,25,"                            vi,"
1337,25,"            and travellers now within that valley,"
1338,25,"              through the red-litten windows, see"
1339,25,"            vast forms that move fantastically"
1340,25,"              to a discordant melody;"
1341,25,"            while, like a rapid ghastly river,"
1342,25,"              through the pale door,"
1343,25,"            a hideous throng rush out forever,"
1344,25,"              and laugh --but smile no more,"
1345,26,"how often we forget all time, when lone"
1346,26,"admiring nature's universal throne;"
1347,26,"her woods - her winds - her mountains - the intense"
1348,26,reply of hers to our intelligence!
1349,26,""
1350,26,"i,"
1351,26,""
1352,26,"in youth i have known one with whom the earth"
1353,26," in secret communing held - as he with it,"
1354,26,"in daylight, and in beauty, from his birth,"
1355,26," whose fervid, flickering torch of life was lit"
1356,26,"from the sun and stars, whence he had drawn forth"
1357,26," a passionate light - such for his spirit was fit -"
1358,26,"and yet that spirit knew - not in the hour"
1359,26,"of its own fervour - what had o'er it power,"
1360,26,""
1361,26,"                    ii,"
1362,26,""
1363,26,"perhaps it may be that my mind is wrought"
1364,26," to a fever by the moonbeam that hangs o'er,"
1365,26,"but i will half believe that wild light fraught"
1366,26," with more of sovereignty than ancient lore"
1367,26,"hath ever told - or is it of a thought"
1368,26," the unembodied essence, and no more"
1369,26,"that with a quickening spell doth o'er us pass"
1370,26,"as dew of the night time, o'er the summer grass?"
1371,26,""
1372,26,"                    iii,"
1373,26,""
1374,26,"doth o'er us pass, when as th' expanding eye"
1375,26," to the loved object - so the tear to the lid"
1376,26,"will start, which lately slept in apathy?"
1377,26," and yet it need not be - that object hid"
1378,26,"from us in life - but common - which doth lie"
1379,26," each hour before us - but then only bid"
1380,26,"with a strange sound, as of a harpstring broken"
1381,26,t' awake us - 'tis a symbol and a token -
1382,26,""
1383,26,"                     iv,"
1384,26,""
1385,26,"of what in other worlds shall be - and given"
1386,26," in beauty by our god, to those alone"
1387,26,"who otherwise would fall from life and heaven"
1388,26," drawn by their heart's passion, and that tone,"
1389,26,"that high tone of the spirit which hath striven"
1390,26," though not with faith - with godliness - whose throne"
1391,26,"with desperate energy 't hath beaten down;"
1392,26,"wearing its own deep feeling as a crown,"
1393,27,"in heaven a spirit doth dwell"
1394,27,"        ""whose heart-strings are a lute"";"
1395,27,"      none sing so wildly well"
1396,27,"      as the angel israfel,"
1397,27,"      and the giddy stars so legends tell,"
1398,27,"      ceasing their hymns, attend the spell"
1399,27,"        of his voice, all mute,"
1400,27,""
1401,27,"      tottering above"
1402,27,"        in her highest noon,"
1403,27,"        the enamored moon"
1404,27,"      blushes with love,"
1405,27,"        while, to listen, the red levin"
1406,27,"        with the rapid pleiads, even,"
1407,27,"        which were seven,"
1408,27,"        pauses in heaven,"
1409,27,""
1410,27,"      and they say the starry choir"
1411,27,"        and the other listening things"
1412,27,"      that israfeli's fire"
1413,27,"      is owing to that lyre"
1414,27,"        by which he sits and sings-"
1415,27,"      the trembling living wire"
1416,27,"        of those unusual strings,"
1417,27,""
1418,27,"      but the skies that angel trod,"
1419,27,"        where deep thoughts are a duty-"
1420,27,"      where love's a grown-up god-"
1421,27,"        where the houri glances are"
1422,27,"      imbued with all the beauty"
1423,27,"        which we worship in a star,"
1424,27,""
1425,27,"      therefore thou art not wrong,"
1426,27,"        israfeli, who despisest"
1427,27,"      an unimpassioned song;"
1428,27,"      to thee the laurels belong,"
1429,27,"        best bard, because the wisest!"
1430,27,"      merrily live, and long!"
1431,27,""
1432,27,"      the ecstasies above"
1433,27,"        with thy burning measures suit-"
1434,27,"      thy grief, thy joy, thy hate, thy love,"
1435,27,"        with the fervor of thy lute-"
1436,27,        well may the stars be mute!
1437,27,""
1438,27,"      yes, heaven is thine; but this"
1439,27,"        is a world of sweets and sours;"
1440,27,"        our flowers are merely- flowers,"
1441,27,"      and the shadow of thy perfect bliss"
1442,27,"        is the sunshine of ours,"
1443,27,""
1444,27,"      if i could dwell"
1445,27,"      where israfel"
1446,27,"        hath dwelt, and he where i,"
1447,27,"      he might not sing so wildly well"
1448,27,"        a mortal melody,"
1449,27,"      while a bolder note than this might swell"
1450,27,"      from my lyre within the sky,"
1451,28,"ah, broken is the golden bowl! the spirit flown forever!"
1452,28,"  let the bell toll!- a saintly soul floats on the stygian river;"
1453,28,"  and, guy de vere, hast thou no tear?- weep now or nevermore!"
1454,28,"  see! on yon drear and rigid bier low lies thy love, lenore!"
1455,28,"  come! let the burial rite be read- the funeral song be sung!-"
1456,28,"  an anthem for the queenliest dead that ever died so young-"
1457,28,"  a dirge for her the doubly dead in that she died so young,"
1458,28,""
1459,28,"  ""wretches! ye loved her for her wealth and hated her for her pride,"
1460,28,"  and when she fell in feeble health, ye blessed her- that she died!"
1461,28,"  how shall the ritual, then, be read?- the requiem how be sung"
1462,28,"  by you- by yours, the evil eye,- by yours, the slanderous tongue"
1463,28,"  that did to death the innocence that died, and died so young?"""
1464,28,""
1465,28,"  peccavimus; but rave not thus! and let a sabbath song"
1466,28,"  go up to god so solemnly the dead may feel no wrong,"
1467,28,"  the sweet lenore hath ""gone before,"" with hope, that flew beside,"
1468,28,"  leaving thee wild for the dear child that should have been thy"
1469,28,"       bride,"
1470,28,"  for her, the fair and debonair, that now so lowly lies,"
1471,28,"  the life upon her yellow hair but not within her eyes"
1472,28,"  the life still there, upon her hair- the death upon her eyes,"
1473,28,""
1474,28,"  ""avaunt! avaunt! from fiends below, the indignant ghost is riven-"
1475,28,"  from hell unto a high estate far up within the heaven-"
1476,28,"  from grief and groan, to a golden throne, beside the king of"
1477,28,"       heaven!"
1478,28,"  let no bell toll, then,- lest her soul, amid its hallowed mirth,"
1479,28,"  should catch the note as it doth float up from the damned earth!"
1480,28,"  and i!- to-night my heart is light!- no dirge will i upraise,"
1481,28,"  but waft the angel on her flight with a paean of old days!"""
1482,29,"romance, who loves to nod and sing,"
1483,29,"     with drowsy head and folded wing,"
1484,29,"     among the green leaves as they shake"
1485,29,"     far down within some shadowy lake,"
1486,29,"     to me a painted paroquet"
1487,29,"     hath been- a most familiar bird-"
1488,29,"     taught me my alphabet to say-"
1489,29,"     to lisp my very earliest word"
1490,29,"     while in the wild wood i did lie,"
1491,29,"     a child- with a most knowing eye,"
1492,29,""
1493,29,"     of late, eternal condor years"
1494,29,"     so shake the very heaven on high"
1495,29,"     with tumult as they thunder by,"
1496,29,"     i have no time for idle cares"
1497,29,"     through gazing on the unquiet sky,"
1498,29,"     and when an hour with calmer wings"
1499,29,"     its down upon my spirit flings-"
1500,29,"     that little time with lyre and rhyme"
1501,29,"     to while away- forbidden things!"
1502,29,"     my heart would feel to be a crime"
1503,29,"     unless it trembled with the strings,"
1504,30,"sancta maria! turn thine eyes -"
1505,30,"upon the sinner's sacrifice,"
1506,30,"of fervent prayer and humble love,"
1507,30,"from thy holy throne above,"
1508,30,"at morn - at noon - at twilight dim -"
1509,30,"maria! thou hast heard my hymn!"
1510,30,"in joy and wo - in good and ill -"
1511,30,"mother of god, be with me still!"
1512,30,""
1513,30,"when the hours flew brightly by,"
1514,30,"and not a cloud obscured the sky,"
1515,30,"my soul, lest it should truant be,"
1516,30,thy grace did guide to thine and thee;
1517,30,""
1518,30,"now, when storms of fate o'ercast"
1519,30,"darkly my present and my past,"
1520,30,"let my future radiant shine"
1521,30,with sweet hopes of thee and thine!
1522,31,"so sweet the hour, so calm the time,"
1523,31,"   i feel it more than half a crime,"
1524,31,"   when nature sleeps and stars are mute,"
1525,31,"   to mar the silence ev'n with lute,"
1526,31,"   at rest on ocean's brilliant dyes"
1527,31,"   an image of elysium lies,"
1528,31,"   seven pleiades entranced in heaven,"
1529,31,"   form in the deep another seven,"
1530,31,"   endymion nodding from above"
1531,31,"   sees in the sea a second love,"
1532,31,"   within the valleys dim and brown,"
1533,31,"   and on the spectral mountain's crown,"
1534,31,"   the wearied light is dying down,"
1535,31,"   and earth, and stars, and sea, and sky"
1536,31,"   are redolent of sleep, as i"
1537,31,"   am redolent of thee and thine"
1538,31,"   enthralling love, my adeline,"
1539,31,"   but list, o list,- so soft and low"
1540,31,"   thy lover's voice tonight shall flow,"
1541,31,"   that, scarce awake, thy soul shall deem"
1542,31,"   my words the music of a dream,"
1543,31,"   thus, while no single sound too rude"
1544,31,"   upon thy slumber shall intrude,"
1545,31,"   our thoughts, our souls- o god above!"
1546,31,"   in every deed shall mingle, love,"
1547,32,"i saw thee on thy bridal day -"
1548,32,"when a burning blush came o'er thee,"
1549,32,"though happiness around thee lay,"
1550,32,"the world all love before thee,"
1551,32,""
1552,32,"and in thine eye a kindling light"
1553,32,"whatever it might be"
1554,32,"was all on earth my aching sight"
1555,32,"of loveliness could see,"
1556,32,""
1557,32,"that blush, perhaps, was maiden shame -"
1558,32,"as such it well may pass -"
1559,32,"though its glow hath raised a fiercer flame"
1560,32,"in the breast of him, alas!"
1561,32,""
1562,32,"who saw thee on that bridal day,"
1563,32,"when that deep blush would come o'er thee,"
1564,32,"though happiness around thee lay,"
1565,32,"the world all love before thee,"
1566,33,"science! true daughter of old time thou art!"
1567,33,"  who alterest all things with thy peering eyes,"
1568,33,"why preyest thou thus upon the poet's heart,"
1569,33,"  vulture, whose wings are dull realities?"
1570,33,"how should he love thee? or how deem thee wise,"
1571,33,"  who wouldst not leave him in his wandering"
1572,33,"to seek for treasure in the jewelled skies,"
1573,33,"  albeit he soared with an undaunted wing?"
1574,33,"hast thou not dragged diana from her car?"
1575,33,"  and driven the hamadryad from the wood"
1576,33,"to seek a shelter in some happier star?"
1577,33,"  hast thou not torn the naiad from her flood,"
1578,33,"the elfin from the green grass, and from me"
1579,33,the summer dream beneath the tamarind tree?
1580,34,"there are some qualities- some incorporate things,"
1581,34,"       that have a double life, which thus is made"
1582,34,"     a type of that twin entity which springs"
1583,34,"       from matter and light, evinced in solid and shade,"
1584,34,"     there is a two-fold silence- sea and shore-"
1585,34,"       body and soul, one dwells in lonely places,"
1586,34,"       newly with grass o'ergrown; some solemn graces,"
1587,34,"     some human memories and tearful lore,"
1588,34,"     render him terrorless, his name's ""no more,"""
1589,34,"     he is the corporate silence, dread him not!"
1590,34,"       no power hath he of evil in himself;"
1591,34,"     but should some urgent fate untimely lot!"
1592,34,"       bring thee to meet his shadow nameless elf,"
1593,34,"     that haunteth the lone regions where hath trod"
1594,34,"     no foot of man, commend thyself to god!"
1595,35,"fair isle, that from the fairest of all flowers,"
1596,35,"       thy gentlest of all gentle names dost take!"
1597,35,"     how many memories of what radiant hours"
1598,35,"       at sight of thee and thine at once awake!"
1599,35,"     how many scenes of what departed bliss!"
1600,35,"       how many thoughts of what entombed hopes!"
1601,35,"     how many visions of a maiden that is"
1602,35,"       no more- no more upon thy verdant slopes!"
1603,35,"     no more! alas, that magical sad sound"
1604,35,"       transforming all! thy charms shall please no more-"
1605,35,"     thy memory no more! accursed ground"
1606,35,"       henceforth i hold thy flower-enameled shore,"
1607,35,"     o hyacinthine isle! o purple zante!"
1608,35,"       ""isola d'oro! fior di levante!"""
1609,36,"thy soul shall find itself alone"
1610,36,"     'mid dark thoughts of the grey tombstone;"
1611,36,"     not one, of all the crowd, to pry"
1612,36,"     into thine hour of secrecy,"
1613,36,""
1614,36,"     be silent in that solitude,"
1615,36,"       which is not loneliness- for then"
1616,36,"     the spirits of the dead, who stood"
1617,36,"       in life before thee, are again"
1618,36,"     in death around thee, and their will"
1619,36,"     shall overshadow thee; be still,"
1620,36,""
1621,36,"     the night, though clear, shall frown,"
1622,36,"     and the stars shall not look down"
1623,36,"     from their high thrones in the heaven"
1624,36,"     with light like hope to mortals given,"
1625,36,"     but their red orbs, without beam,"
1626,36,"     to thy weariness shall seem"
1627,36,"     as a burning and a fever"
1628,36,"     which would cling to thee for ever,"
1629,36,""
1630,36,"     now are thoughts thou shalt not banish,"
1631,36,"     now are visions ne'er to vanish;"
1632,36,"     from thy spirit shall they pass"
1633,36,"     no more, like dewdrop from the grass,"
1634,36,""
1635,36,"     the breeze, the breath of god, is still,"
1636,36,"     and the mist upon the hill"
1637,36,"     shadowy, shadowy, yet unbroken,"
1638,36,"     is a symbol and a token,"
1639,36,"     how it hangs upon the trees,"
1640,36,     a mystery of mysteries!
1641,37,"how often we forget all time, when lone"
1642,37,"   admiring nature's universal throne;"
1643,37,"   her woods- her wilds- her mountains- the intense"
1644,37,"   reply of hers to our intelligence! [byron, the island,]"
1645,37,""
1646,37,                        i
1647,37,""
1648,37,"   in youth have i known one with whom the earth"
1649,37,"   in secret communing held- as he with it,"
1650,37,"   in daylight, and in beauty from his birth,"
1651,37,"   whose fervid, flickering torch of life was lit"
1652,37,"   from the sun and stars, whence he had drawn forth"
1653,37,"   a passionate light- such for his spirit was fit-"
1654,37,"   and yet that spirit knew not, in the hour"
1655,37,"   of its own fervor what had o'er it power,"
1656,37,""
1657,37,                       ii
1658,37,""
1659,37,"   perhaps it may be that my mind is wrought"
1660,37,"   to a fever by the moonbeam that hangs o'er,"
1661,37,"   but i will half believe that wild light fraught"
1662,37,"   with more of sovereignty than ancient lore"
1663,37,"   hath ever told- or is it of a thought"
1664,37,"   the unembodied essence, and no more,"
1665,37,"   that with a quickening spell doth o'er us pass"
1666,37,   as dew of the night-time o'er the summer grass?
1667,37,""
1668,37,                      iii
1669,37,""
1670,37,"   doth o'er us pass, when, as th' expanding eye"
1671,37,"   to the loved object- so the tear to the lid"
1672,37,"   will start, which lately slept in apathy?"
1673,37,"   and yet it need not be- that object hid"
1674,37,"   from us in life- but common- which doth lie"
1675,37,"   each hour before us- but then only, bid"
1676,37,"   with a strange sound, as of a harp-string broken,"
1677,37,   to awake us- 'tis a symbol and a token
1678,37,""
1679,37,                      iv
1680,37,""
1681,37,"   of what in other worlds shall be- and given"
1682,37,"   in beauty by our god, to those alone"
1683,37,"   who otherwise would fall from life and heaven"
1684,37,"   drawn by their heart's passion, and that tone,"
1685,37,"   that high tone of the spirit which hath striven,"
1686,37,"   tho' not with faith- with godliness- whose throne"
1687,37,"   with desperate energy 't hath beaten down;"
1688,37,"   wearing its own deep feeling as a crown,"
1689,38,kind solace in a dying hour!
1690,38,"       such, father, is not now my theme-"
1691,38,     i will not madly deem that power
1692,38,         of earth may shrive me of the sin
1693,38,         unearthly pride hath revell'd in-
1694,38,"       i have no time to dote or dream,"
1695,38,     you call it hope- that fire of fire!
1696,38,"     it is but agony of desire,"
1697,38,     if i can hope- oh god! i can-
1698,38,       its fount is holier- more divine-
1699,38,"     i would not call thee fool, old man,"
1700,38,"       but such is not a gift of thine,"
1701,38,     know thou the secret of a spirit
1702,38,"       bow'd from its wild pride into shame,"
1703,38,     o yearning heart! i did inherit
1704,38,"       thy withering portion with the fame,"
1705,38,     the searing glory which hath shone
1706,38,"     amid the jewels of my throne,"
1707,38,     halo of hell! and with a pain
1708,38,     not hell shall make me fear again-
1709,38,"     o craving heart, for the lost flowers"
1710,38,     and sunshine of my summer hours!
1711,38,"     the undying voice of that dead time,"
1712,38,"     with its interminable chime,"
1713,38,"     rings, in the spirit of a spell,"
